block_num,object
1,panda3
1,panda7
1,tiger1
1,panda5
1,basketball13
1,panda1
1,banana3
1,basketball5
1,tiger3
1,panda13
1,banana13
1,strawberry1
1,strawberry10
1,face5
1,basketball1
1,face2
1,basketball10
1,panda10
1,basketball4
1,banana9
1,banana8
1,strawberry4
1,strawberry8
1,panda8
1,banana6
1,tiger8
1,banana2
1,panda12
1,panda4
1,tiger2
1,face7
1,face8
1,strawberry12
1,basketball2
1,strawberry13
1,tiger4
1,strawberry7
1,basketball11
1,basketball8
1,basketball6
1,panda11
1,banana7
1,basketball7
1,tiger6
1,banana4
1,face13
1,strawberry9
1,face10
1,panda2
1,tiger5
1,tiger7
1,basketball3
1,tiger9
1,strawberry2
1,banana10
1,tiger13
1,tiger12
1,banana1
1,face9
1,face11
1,banana5
1,basketball9
1,strawberry11
1,face4
1,banana11
1,banana12
1,panda6
1,basketball12
1,tiger10
1,strawberry6
1,face12
1,panda9
1,face1
1,face3
1,tiger11
1,strawberry5
1,strawberry3
1,face6
2,faceText
2,pandaText
2,basketballText
2,tigerText
2,tigerText
2,tigerText
2,pandaText
2,tigerText
2,faceText
2,pandaText
2,strawberryText
2,tigerText
2,bananaText
2,tigerText
2,strawberryText
2,bananaText
2,tigerText
2,bananaText
2,strawberryText
2,faceText
2,tigerText
2,bananaText
2,pandaText
2,bananaText
2,tigerText
2,basketballText
2,pandaText
2,bananaText
2,basketballText
2,strawberryText
2,pandaText
2,pandaText
2,bananaText
2,faceText
2,basketballText
2,faceText
2,tigerText
2,basketballText
2,faceText
2,bananaText
2,pandaText
2,basketballText
2,basketballText
2,strawberryText
2,pandaText
2,basketballText
2,basketballText
2,tigerText
2,pandaText
2,bananaText
2,strawberryText
2,faceText
2,strawberryText
2,bananaText
2,strawberryText
2,tigerText
2,faceText
2,faceText
2,basketballText
2,strawberryText
2,faceText
2,strawberryText
2,basketballText
2,bananaText
2,bananaText
2,faceText
2,strawberryText
2,faceText
2,strawberryText
2,pandaText
2,pandaText
2,basketballText
3,basketball7
3,basketballText
3,tiger2
3,tigerText
3,strawberry11
3,strawberryText
3,banana12
3,bananaText
3,strawberry7
3,strawberryText
3,panda7
3,pandaText
3,panda1
3,pandaText
3,panda8
3,pandaText
3,tiger1
3,tigerText
3,basketball6
3,basketballText
3,basketball2
3,basketballText
3,basketball8
3,basketballText
3,panda9
3,pandaText
3,strawberry12
3,strawberryText
3,face1
3,faceText
3,panda12
3,pandaText
3,strawberry6
3,strawberryText
3,basketball5
3,basketballText
3,panda6
3,pandaText
3,banana7
3,bananaText
3,face6
3,faceText
3,banana13
3,bananaText
3,panda3
3,pandaText
3,panda5
3,pandaText
3,banana3
3,bananaText
3,basketball11
3,basketballText
3,tiger7
3,tigerText
3,banana2
3,bananaText
3,basketball1
3,basketballText
3,banana5
3,bananaText
3,banana11
3,bananaText
3,face8
3,faceText
3,face2
3,faceText
3,strawberry1
3,strawberryText
3,tiger5
3,tigerText
3,face4
3,faceText
3,strawberry13
3,strawberryText
3,tiger6
3,tigerText
3,strawberry5
3,strawberryText
4,banana6
4,bananaText
4,tiger10
4,tigerText
4,basketball10
4,basketballText
4,face12
4,faceText
4,basketball12
4,basketballText
4,basketball13
4,basketballText
4,panda11
4,pandaText
4,basketball3
4,basketballText
4,face7
4,faceText
4,strawberry9
4,strawberryText
4,strawberry3
4,strawberryText
4,tiger3
4,tigerText
4,tiger9
4,tigerText
4,banana8
4,bananaText
4,banana4
4,bananaText
4,panda4
4,pandaText
4,face13
4,faceText
4,face5
4,faceText
4,strawberry10
4,strawberryText
4,banana1
4,bananaText
4,tiger4
4,tigerText
4,strawberry2
4,strawberryText
4,panda2
4,pandaText
4,tiger8
4,tigerText
4,face9
4,faceText
4,panda13
4,pandaText
4,basketball9
4,basketballText
4,face10
4,faceText
4,strawberry4
4,strawberryText
4,banana10
4,bananaText
4,face3
4,faceText
4,panda10
4,pandaText
4,face11
4,faceText
4,strawberry8
4,strawberryText
4,basketball4
4,basketballText
4,tiger12
4,tigerText
4,tiger11
4,tigerText
4,tiger13
4,tigerText
4,banana9
4,bananaText
